title,positionInfo,model,area,direction,zhuangxiu,floor,create_time,floor_type,totalPrice,unitPrice
东湾四开间朝南的大四房 满五年一线江景 2梯2户,保利东湾,,,,,,,,480,"25,010"
大四房，高楼层，客厅朝南带阳台，四阳台，诚心卖,保利东湾,,,,,,,,475,"24,818"
户型方正 大四房，中间楼层，户型方正，业主诚心出售,世茂江滨花园峻景湾,,,,,,,,345,"25,562"
边套小三房 客厅朝南双阳台  满五唯一,保利玫瑰湾,,,,,,,,270,"30,935"
满五唯一  房东诚心卖  楼城好,世茂江滨花园瑞景湾,,,,,,,,380,"28,319"
湾天地精装LOFT公寓 家具家电全给 业主自住 诚心出售,保利湾天地二期,,,,,,,,107,"14,682"
观澜时代云邸  精装修跃层两房 诚心出售 拎包入住,观澜时代云邸苑,,,,,,,,260,"31,258"
顶跃三层 空中小别墅 精装修 拎包入住,宋都晨光国际,,,,,,,,375,"42,926"
玫瑰湾方正户型，远离高架，满五年，税费少,保利玫瑰湾,,,,,,,,265,"32,700"
诚心出售，纯边套的一线江景，无遮挡，自住精装修。,保利玫瑰湾,,,,,,,,260,"29,790"
小三房，双阳台，房东诚心卖，纯毛坯，有钥匙,保利玫瑰湾,,,,,,,,230,"25,633"
江滨地铁口，客厅朝南带阳台，卧室*大朝南,世茂江滨商业中心,,,,,,,,110,"16,353"
世茂广场 繁华地段 可随时看房 房东诚心出售,世茂江滨商业中心,,,,,,,,65,"15,667"
温馨小窝，全新装修，配套齐全，看房方便,金隅空港公馆,,,,,,,,72,"14,252"
世茂广场  精装公寓  拎包入住 诚心出售~！,世茂江滨商业中心,,,,,,,,82,"15,620"
房子精装修，次新房，单身公寓，业主诚心卖。,金隅空港公馆,,,,,,,,70,"13,856"
世茂广场精装修，家具家电齐全。可拎包入住。,世茂江滨商业中心,,,,,,,,68,"14,668"
空港公寓，沿江而建，交通便利，设施配套齐全房东诚售,金隅空港公馆,,,,,,,,80,"13,390"
总价低，租金即可还月供 ，距离地铁口200米,世茂江滨商业中心,,,,,,,,69,"14,788"
金隅空港公馆精装公寓  楼层好 采光佳  房东诚心出售,金隅空港公馆,,,,,,,,82,"15,764"
朝南 精装修可拎包入住 出租与自住都行,金隅空港公馆,,,,,,,,75,"14,418"
此房开发商统一装修，拎包入住，楼层好，采光好。,世茂江滨商业中心,,,,,,,,65,"14,333"
楼层好，采光充足视野开阔；业主精心呵护,金隅空港公馆,,,,,,,,63,"12,623"
一线江景房，朝南大边套，高层住宅,金隅空港公馆,,,,,,,,108,"19,348"
世茂广场 精装修公寓 地铁口步行50米中间楼层诚信出售,世茂江滨商业中心,,,,,,,,60,"15,500"
此房开发商统一装修，拎包入住，楼层好，采光佳。,世茂江滨商业中心,,,,,,,,70,"15,100"
金隅空港 品质小区 开发商精装,金隅空港公馆,,,,,,,,80,"14,671"
出门江滨地铁站 朝南 清爽装修 配套成熟,世茂江滨商业中心,,,,,,,,110,"16,282"
税费少，开发商精装修，业主诚心出售,金隅空港公馆,,,,,,,,70,"13,856"
精装修 高楼层 拎包入住 诚心出售  一室一厅 价格可谈,世茂江滨商业中心,,,,,,,,62,"13,371"
宜居公寓，价格便宜，沿江而建 全新而建 看房方便,金隅空港公馆,,,,,,,,70,"13,617"
开发商统一装修，房东诚心出售价格可谈。,世茂江滨商业中心,,,,,,,,88,"15,534"
世茂广场，地铁口，精装修公寓，可拎包入住,世茂江滨商业中心,,,,,,,,79,"14,974"
拎包入住，价格实惠，楼层好，采光佳,世茂江滨商业中心,,,,,,,,72,"15,531"
世茂广场 精装修 一居室 拎包入住 诚心出售,世茂江滨商业中心,,,,,,,,61,"14,629"
中间楼层 朝南采光好 清爽装修,世茂江滨商业中心,,,,,,,,92,"13,679"
世茂广场 精装修 一居室 拎包入住 诚心出售,世茂江滨商业中心,,,,,,,,66,"14,234"
业主诚售 此房开发商统一装修，拎包入住，价格实惠,世茂江滨商业中心,,,,,,,,83,"15,810"
空港公寓，精装修，江景视野很好,金隅空港公馆,,,,,,,,78,"14,305"
下沙江滨地铁口，一室一厅精装公寓，,世茂江滨商业中心,,,,,,,,79,"13,963"
诚心出售，一线江景房，开发商装修，拎包入住,金隅空港公馆,,,,,,,,75,"15,028"
沿街旺铺，人流鼎盛，上下两层，空间很大,保利湾天地二期,,,,,,,,249,"27,523"
精装修 高楼层 一室一厅一厨一卫 诚心出售,世茂江滨商业中心,,,,,,,,100,"14,915"
纯东边套 一线江景 毛坯 高层,世茂江滨花园瑞景湾,,,,,,,,750,"28,926"
世茂广场的小户型，采光好，楼层位置好,世茂江滨商业中心,,,,,,,,60,"15,500"
世茂广场  精装修 一室一厅采光好 诚心出售,世茂江滨商业中心,,,,,,,,106,"15,788"
此房开发商统一装修，拎包入住，楼层好，采光佳。,世茂江滨商业中心,,,,,,,,75,"16,074"
江滨站 旁 酒店式公寓  精装修 诚心卖,世茂江滨商业中心,,,,,,,,86,"16,301"
地铁一号线江滨站，出行方便，精心装修拎包入住！,世茂江滨商业中心,,,,,,,,70,"15,028"
世茂江滨商业中心 1室1厅 南,世茂江滨商业中心,,,,,,,,64,"14,293"
下沙江滨站口 精装平层公寓 可拎包入住,世茂江滨商业中心,,,,,,,,83,"15,711"
跃层户型，毛坯房可根据自己的风格来装修,观澜时代云邸苑,,,,,,,,560,"26,117"
高楼层，视野开阔，可看江，小户型,保利东湾,,,,,,,,180,"30,923"
纯边套，高楼层，视野好，全天采光无遮挡，诚心出售。,保利玫瑰湾,,,,,,,,308,"28,772"
此房满五唯一，格局好，楼层好，视野开阔，环境很好,保利东湾,,,,,,,,425,"36,861"
观澜时代云邸 一线江景 精装50万 带车位 诚心出售,观澜时代云邸苑,,,,,,,,270,"30,530"
天筑经典户型，一线江景大平层，视野无可挑剔,金隅观澜时代天筑,,,,,,,,420,"24,068"
晨光国际大三房  四开间朝南  自住装修拎包入住,宋都晨光国际,,,,,,,,345,"39,474"
房子户型很方正的，房子空间利用大， 保养清新!,金隅观澜时代天筑,,,,,,,,530,"26,294"
晨光精装修四房，自带地热，满五唯一，诚心出售,宋都晨光国际,,,,,,,,420,"30,624"
中高楼层 精装自住 拎包入住，家具电给,保利东湾,,,,,,,,410,"36,647"
此房为边套，得房率高，小三房布局合理,宋都晨光国际,,,,,,,,340,"37,938"
房子满五唯一，晨光国际跃层户型，业主诚心，随时可看,宋都晨光国际,,,,,,,,335,"38,317"
钱塘江畔，江景跃层，大四房，简约清爽风,保利东湾,,,,,,,,316,"28,245"
湾天地5.8米层高 三房两卫双阳台 有车位,保利湾天地二期,,,,,,,,150,"13,310"
下沙沿江小区，环境优美5.8米层高无可挑剔，央企开发,保利湾天地二期,,,,,,,,85,"17,929"
世茂广场   业主诚心卖   一居室,世茂江滨商业中心,,,,,,,,75,"16,102"
世茂江滨地铁口精装一室一厅 家私家电全 拎包入住,世茂江滨商业中心,,,,,,,,90,"14,642"
此方毛坯交付业主自己装修的，边套户型,世茂江滨商业中心,,,,,,,,76,"14,394"
开发商统一装修，拎包入住，价格实惠，楼层好，采光佳,世茂江滨商业中心,,,,,,,,100,"14,890"
精装修，楼层好，视野开阔，采光好,世茂江滨商业中心,,,,,,,,75,"16,638"
下沙江滨c口 精装拎包入住 房东诚心出售,世茂江滨商业中心,,,,,,,,65,"16,792"
中间楼层朝南采光好清爽装修 拎包入住出门江滨地铁口,世茂江滨商业中心,,,,,,,,105,"15,563"
地铁 口 中间楼层 开发商统一装修 业主诚心卖,世茂江滨商业中心,,,,,,,,120,"17,762"
地铁口交通便利，公寓房，统一装修,世茂江滨商业中心,,,,,,,,72,"15,451"
空港公寓，环江而建，交通便利，房东诚售，一线江景,金隅空港公馆,,,,,,,,110,"21,616"
高楼层 采光视野好 一线江景 装修3年 保养基本上全新,观澜时代云邸苑,,,,,,,,250,"28,287"
地铁口精装公寓，中间楼层，视野开阔，业主诚心出售！,世茂江滨商业中心,,,,,,,,85,"15,104"
精装公寓，配套全，楼层好，体验舒适生活,金隅空港公馆,,,,,,,,85,"16,340"
房东诚心卖 旁边就是地铁 交通便利,世茂江滨商业中心,,,,,,,,83,"14,652"
宜居公寓，价格便宜，沿江而建，景色宜人,金隅空港公馆,,,,,,,,75,"12,771"
精装修公寓，拎包入住价格美丽~,世茂江滨商业中心,,,,,,,,63,"16,364"
世茂广场公寓，精装修自住，诚心出售,世茂江滨商业中心,,,,,,,,66,"14,240"
房东诚心卖  精装修  拎包入住  楼层好,世茂江滨商业中心,,,,,,,,79,"14,037"
地铁口一室一厅带阳台精装修公寓,世茂江滨商业中心,,,,,,,,100,"14,868"
地铁口精装公寓，楼层好，视野宽阔,世茂江滨商业中心,,,,,,,,91,"17,255"
一线江景房，精装修家具家电全配全齐,金隅空港公馆,,,,,,,,120,"23,581"
空港朝南，中间楼层，可看江，业主诚心卖,金隅空港公馆,,,,,,,,80,"14,340"
税费少，开发商精装修，业主诚心出售,金隅空港公馆,,,,,,,,70,"13,856"
精装自住 满五税少 楼层好位置好 客厅透亮，采光充足,保利东湾,,,,,,,,215,"27,952"
边套户型，可看小区花园，业主诚心出售,保利东湾,,,,,,,,260,"29,309"
顶层带露台，江景视野好，房东诚心出,保利东湾,,,,,,,,300,"32,486"
中间楼层，精装两房，视野开阔，满五唯一,保利东湾,,,,,,,,232,"26,021"
保利湾天地二期精装LOFT公寓，房东诚心卖，税费少,保利湾天地二期,,,,,,,,118,"16,588"
满五唯一 精装修大两房 家电全留 拎包入住 江景房,保利东湾,,,,,,,,228,"29,642"
小区距离地铁1号线100米 交通便利 生活配套齐全,世茂江滨商业中心,,,,,,,,98,"14,597"
边套好房，冬暖夏凉，距地铁近。,世茂江滨花园碧景湾,,,,,,,,265,"29,846"
此房装修保养好，可拎包入住，自住出租皆宜。,世茂江滨商业中心,,,,,,,,138,"13,691"
满五唯一税费少，业主诚心出售。,世茂江滨花园瑞景湾,,,,,,,,220,"25,006"
刚需江景两房，楼层佳视野好采光好，自住诚心卖,保利东湾,,,,,,,,212,"27,961"
地铁口精装两房 可看江 南向双阳台 满五税费少 诚心卖,世茂江滨花园瑞景湾,,,,,,,,245,"28,036"
世茂广场精装两房，可拎包入住，交通便利,世茂江滨商业中心,,,,,,,,155,"15,377"
众里寻它千百度，蓦然回首，它就在万家灯火阑珊处,保利湾天地二期,,,,,,,,110,"11,669"
万家灯火城四畔，世茂一览钱塘余。,世茂江滨花园碧景湾,,,,,,,,249,"28,054"
开发商精装修，层高5.8米，楼层好，可看江景,保利湾天地,,,,,,,,115,"11,875"
双阳台户型方正，一线江景，采光好,世茂江滨花园峻景湾,,,,,,,,240,"27,338"
保利东湾，89方两房，中间楼层，边套全明户型，满五年,保利东湾,,,,,,,,267,"30,225"
满五年，税费少，装修清爽，自住保养好,世茂江滨花园瑞景湾,,,,,,,,275,"31,469"
江景视野无遮挡，业主自住保养干净，诚心出售。,世茂江滨花园峻景湾,,,,,,,,220,"24,598"
三期边套大四房，电梯入户，带入户花园,世茂江滨花园峻景湾,,,,,,,,400,"24,271"
保利东湾经典户型 业主诚心出售 高档家具家电全齐,保利东湾,,,,,,,,302,"33,125"
跃层不压抑 层高比较高，自住装修，楼层好。,保利湾天地,,,,,,,,100,"14,053"
满五年精装修一线江景好楼层诚心,保利东湾,,,,,,,,198,"33,806"
小公寓精装修 拎包即住 高楼层 采光好,世茂江滨商业中心,,,,,,,,120,"17,874"
此房楼层高，采光好，三阳台户型 ，明厨明卫,保利东湾,,,,,,,,223,"28,992"
loft两层结构，精装两房，拎包入住,保利湾天地二期,,,,,,,,95,"13,036"
满五唯一自住精装修两房，经典朝南双阳台户型,保利东湾,,,,,,,,235,"30,405"
世茂双阳台户型，业主诚心出售。,世茂江滨花园瑞景湾,,,,,,,,265,"29,478"
保利东湾两房户型  楼层好  采光无遮挡   房东诚心卖,保利东湾,,,,,,,,175,"27,730"
观澜时代纯东边套两房、房东诚心出售、随时可看,金隅观澜时代天筑,,,,,,,,220,"25,947"
玫瑰湾户型方正，两房中间套户型，诚心出售,保利玫瑰湾,,,,,,,,230,"28,382"
满五年，房东诚心卖，楼层好，采光无遮挡,金隅观澜时代瀚庭,,,,,,,,242,"27,201"
精装自住，全明户型，诚售，楼层合适，采光充足,世茂江滨花园峻景湾,,,,,,,,255,"28,945"
江景，跃层，大阳台，自住精装，天筑小户型2＋1房！,金隅观澜时代天筑,,,,,,,,278,"33,135"
边套 精装修两房 南北通透 满五年 江景视野好,保利东湾,,,,,,,,260,"29,051"
观澜时代大四房 跃层户型 毛坯可随时装修 满两年,观澜时代云邸苑,,,,,,,,550,"25,651"
精装修，一线江景，中间楼层，小区花园位置,金隅观澜时代天筑,,,,,,,,255,"30,394"
开发商统一精装保养好 拎包入住 采光视野都好诚心卖,世茂江滨商业中心,,,,,,,,88,"16,686"
此房满五唯一，税费少，带装修业主自住，近地铁，,宋都晨光国际,,,,,,,,205,"31,203"
"观澜时代精装两室，楼层佳，价格合适,江景房",金隅观澜时代天筑,,,,,,,,230,"27,184"
满五唯一，房东自住装修，高楼层视野开阔,世茂江滨花园峻景湾,,,,,,,,235,"26,675"
得房使用率高，配套成熟，近钱塘江，视野好,保利东湾,,,,,,,,180,"29,743"
世茂江滨花园，近地铁，好楼层，房东诚心出售,世茂江滨花园碧景湾,,,,,,,,245,"29,366"
精装修大两房，满五年好楼层，诚心卖,世茂江滨花园峻景湾,,,,,,,,262,"29,294"
下沙沿江保利东湾两房居家小户型纯毛坯,保利东湾,,,,,,,,230,"30,066"
世茂开发，绿城物业，地铁900米，3房格局。,世茂江滨花园瑞景湾,,,,,,,,268,"30,668"
精致小两房，满两年带*大的露台,保利东湾,,,,,,,,180,"30,571"
地铁口，开发商统一精装修，客厅带阳，南北都有采光的,世茂江滨商业中心,,,,,,,,155,"15,379"
保利东湾 客厅带阳台 户型方正,保利东湾,,,,,,,,222,"28,723"
保利开发 精装修交付公寓 上下两层 动静分离,保利湾天地,,,,,,,,116,"12,019"
此房为边套，得房率高，小三房布局合理，精装修50万,宋都晨光国际,,,,,,,,280,"31,244"
东边套 中间楼层，江景视野 采光好 看房方便,世茂江滨花园碧景湾,,,,,,,,290,"32,618"
央企开发商，统一精装修，可拎包入住，省时省力。,保利湾天地,,,,,,,,110,"15,459"
360度一线江景，跃层高挑高，落地窗，采光好,金隅观澜时代天筑,,,,,,,,240,"28,035"
开发商统一装修，拎包入住，价格实惠，楼层好 采光佳,世茂江滨商业中心,,,,,,,,150,"14,880"
沿江板块 环境优美 5.8米层高 楼层好,保利湾天地,,,,,,,,100,"14,053"
央企开发，中高楼层，采光视野都很好的，简约时尚风格,保利东湾,,,,,,,,190,"30,730"
保利东湾  61方 温馨两房  满五唯一 自住精装 大阳台,保利东湾,,,,,,,,200,"32,347"
满五、四开间朝南户型方正、自住精装修、诚心出售,金隅观澜时代朗轩,,,,,,,,270,"30,925"
世茂开发，绿城物业，地铁900米，刚需2房,世茂江滨花园瑞景湾,,,,,,,,225,"25,548"
诚心出售，方便看房，中间楼层，精装修，采光很好！,保利湾天地二期,,,,,,,,120,"12,374"
置换诚售  边套自住清爽装修  客厅带阳台 江景视野好,保利东湾,,,,,,,,239,"26,894"
小区环境优美，户型方正，采光好，无遮挡,世茂江滨花园峻景湾,,,,,,,,210,"23,902"
房子是满五年的，楼层高视野好，可看江景,金隅观澜时代天筑,,,,,,,,220,"25,692"
保利东湾两房户型  楼层好  采光无遮挡   房东诚心卖,保利东湾,,,,,,,,175,"27,730"
湾天地 边套 中间楼层 精装修  采光好,保利湾天地二期,,,,,,,,115,"19,462"
满五唯一自住精装修两房，经典朝南双阳台户型,保利东湾,,,,,,,,235,"30,405"
世茂双阳台户型，业主诚心出售。,世茂江滨花园瑞景湾,,,,,,,,265,"29,478"
满五年，精装自住，诚心卖，看房方便。,保利玫瑰湾,,,,,,,,235,"28,362"
Loft户型，朝南采光充足江景房，看房方便。,观澜时代云邸苑,,,,,,,,205,"24,646"
loft两层结构，精装两房，拎包入住,保利湾天地二期,,,,,,,,95,"13,036"
满五唯一，楼层好，精装修可拎包入住，户型方正,世茂江滨花园碧景湾,,,,,,,,255,"29,220"
满五年，房东诚心卖，楼层好，采光无遮挡,金隅观澜时代瀚庭,,,,,,,,242,"27,201"
精装修大两房  近地铁口位置近 房子保养的好 视野好,世茂江滨花园瑞景湾,,,,,,,,260,"29,553"
精装自住，全明户型，诚售，楼层合适，采光充足,世茂江滨花园峻景湾,,,,,,,,255,"28,945"
玫瑰湾户型方正，两房中间套户型，诚心出售,保利玫瑰湾,,,,,,,,230,"28,382"
观澜时代纯东边套两房、房东诚心出售、随时可看,金隅观澜时代天筑,,,,,,,,220,"25,947"
保利东湾，精装两房，小区环境好，配套成熟，交通便利,保利东湾,,,,,,,,255,"28,425"
两房带阳台，配套成熟，近钱塘江，视野好,保利东湾,,,,,,,,190,"30,730"
朗诗物业，精装双阳台，正对小区花园环境好,世茂江滨花园峻景湾,,,,,,,,250,"28,303"
观澜时代天筑一线江景 精装自住.诚心出售 满五唯一,金隅观澜时代天筑,,,,,,,,268,"31,608"
"观澜时代精装两室，楼层佳，价格合适,江景房",金隅观澜时代天筑,,,,,,,,230,"27,184"
满五唯一税费少，业主诚心出售。,世茂江滨花园瑞景湾,,,,,,,,220,"25,006"
此房满五唯一，税费少，带装修业主自住，近地铁，,宋都晨光国际,,,,,,,,205,"31,203"
此房装修保养好，可拎包入住，自住出租皆宜。,世茂江滨商业中心,,,,,,,,138,"13,691"
满五唯一，房东自住装修，高楼层视野开阔,世茂江滨花园峻景湾,,,,,,,,235,"26,675"
开发商统一精装保养好 拎包入住 采光视野都好诚心卖,世茂江滨商业中心,,,,,,,,88,"16,686"
边套好房，冬暖夏凉，距地铁近。,世茂江滨花园碧景湾,,,,,,,,265,"29,846"
360度一线江景，跃层高挑高，落地窗，采光好,金隅观澜时代天筑,,,,,,,,240,"28,035"
东湾跃层精装修满五唯一，四阳台好楼层业主诚心卖,保利东湾,,,,,,,,365,"32,625"
5.8米层可挑剔，精装修，上下两层,保利湾天地,,,,,,,,115,"11,875"
楼层好，朝南可看江景，阳光充足，视野开阔 亏卖,金隅观澜商业中心,,,,,,,,68,"17,043"
空港公寓  精装修  方便看房,金隅空港公馆,,,,,,,,68,"13,461"
房东急卖！急卖！急卖!  沿江而建,金隅空港公馆,,,,,,,,75,"13,444"
沿江精装公寓，采光好户型方正，视野好,金隅空港公馆,,,,,,,,71,"13,021"
此房带装修 拎包入住 诚心出售 精装一居室 一室一厅,世茂江滨商业中心,,,,,,,,90,"13,423"
保利湾天地层高5.6米  两室两卫全新未住过人,保利湾天地二期,,,,,,,,135,"15,627"
保利湾天地，高楼层loft，房东出售很诚心，税费少。,保利湾天地,,,,,,,,102,"14,334"
湾天地二期5.6米层高 带阳台双卧室双卫,保利湾天地二期,,,,,,,,95,"13,036"
5.8米层高，居住不压抑，朝南 双阳台，可看江景,保利湾天地二期,,,,,,,,118,"12,522"
精装修，拎包入住，价格实惠，楼层好，采光佳,世茂江滨商业中心,,,,,,,,92,"13,697"
氛围年轻精装公寓 视野佳 采光充足,世茂江滨商业中心,,,,,,,,106,"15,690"
世茂广场交通便利 位置优越 生活配套齐全,世茂江滨商业中心,,,,,,,,113,"16,798"
保利央企，精装修，上下两层，动静分离。,保利湾天地二期,,,,,,,,95,"13,036"
loft两层结构，精装两房，拎包入住，诚心卖,保利湾天地二期,,,,,,,,110,"15,463"
业主自住精装loft，楼层采光视野好，诚心卖,保利湾天地二期,,,,,,,,118,"16,588"
保利湾天地精装上下两层LOFT公寓，房东诚心卖,保利湾天地,,,,,,,,77,"16,653"
保利玫瑰湾 自住精装 一线江景 业主诚心卖 满五唯一,保利玫瑰湾,,,,,,,,251,"30,595"
保利央企，精装修，5.6米层高，上下两层，动静分离。,保利湾天地,,,,,,,,105,"14,384"
房东诚心出售！大两房 双阳台 动静分离 双卫生间,保利湾天地,,,,,,,,115,"11,875"
自住精装，重新装修过，干净清爽，跃层大2房,保利湾天地二期,,,,,,,,135,"13,907"
湾天地5.8米层高带阳台楼层好家电家具齐全拎包入住,保利湾天地二期,,,,,,,,92,"12,624"
此房通透户型。高楼层，广视野，好采光 带装修。,世茂江滨商业中心,,,,,,,,79,"15,051"
世茂广场，地铁口，精装修，朝南带阳台，带家电,世茂江滨商业中心,,,,,,,,100,"14,868"
保利湾天地上下两层 房东急卖 价格可谈 自住租出皆可,保利湾天地,,,,,,,,82,"17,734"
金隅空港沿江而建，交通便利，配套齐全，业主诚心出售,金隅空港公馆,,,,,,,,99,"16,209"
业主自住精装修，采光良好，楼层适中,保利湾天地,,,,,,,,86,"18,599"
楼层好，采光充足视野开阔；业主精心呵护,金隅空港公馆,,,,,,,,75,"12,041"
开发商统一精装修诚心卖看房方便,世茂江滨商业中心,,,,,,,,59,"15,345"
观澜朗轩跃层户型 满五年 诚心卖  自住精装 保养很好,金隅观澜时代朗轩,,,,,,,,310,"30,060"
视野宽阔，采光充足，交通方便。,世茂江滨花园瑞景湾,,,,,,,,350,"26,460"
观澜天筑 中间楼层  户型方正,金隅观澜时代天筑,,,,,,,,450,"25,787"
观澜时代大跃层 五房三阳台 东边套 户型方正采光充足,金隅观澜时代天筑,,,,,,,,595,"29,761"
观澜时代大四房，中间楼层带装修，满五年,金隅观澜时代瀚庭,,,,,,,,399,"28,935"
东湾南北通三房两卫  精装客厅阳台  一梯一户诚心卖,保利东湾,,,,,,,,295,"31,390"
精装可拎包入住，得房率高，配套成熟，南北朝向,保利东湾,,,,,,,,280,"29,658"
精装修四房，楼层合适，江景效果好，近地铁，诚心出售,世茂江滨花园瑞景湾,,,,,,,,420,"30,420"
楼层好，视野开阔，采光充足，交通十分便利,世茂江滨花园峻景湾,,,,,,,,239,"26,722"
东湾精装两房，保利央企，离小区出入口近出行方便,保利东湾,,,,,,,,282,"31,722"
精装修跃层 拎包入住 业主诚心出售,宋都晨光国际,,,,,,,,335,"38,904"
保利东湾104方户型  边套  价格可谈 房东诚心卖,保利东湾,,,,,,,,285,"27,336"
碧景湾纯边套好房 精装修 三房 楼层好,世茂江滨花园碧景湾,,,,,,,,280,"31,493"
纯东边套，2梯2户，楼层好，视野开阔，采光好！,保利东湾,,,,,,,,480,"25,092"
观澜时代大跃层 纯东边套 户型方正,金隅观澜时代天筑,,,,,,,,460,"23,157"
一线江景房，大四房，业主诚心出售,保利东湾,,,,,,,,379,"33,173"
中高楼层两房加一书房全民刚需户型,世茂江滨花园峻景湾,,,,,,,,235,"26,316"
保利玫瑰湾精装边套三房，满五年唯一无个税增值税,保利玫瑰湾,,,,,,,,288,"34,274"
满五年无增值税，自住精装修，房东诚心出售，可随时签,宋都晨光国际,,,,,,,,300,"33,621"
东湾跃层精装修满五唯一，四阳台好楼层业主诚心卖,保利东湾,,,,,,,,365,"32,625"
房东自住精装修  中间楼层  视野好 近地铁,世茂江滨花园碧景湾,,,,,,,,365,"30,191"
中高楼层，业主诚心出售，楼层视野好,保利东湾,,,,,,,,370,"33,072"
中间楼层，格局正气，房东诚心出售。,宋都晨光国际,,,,,,,,315,"35,303"
世茂江滨花园 满五年 中间楼层 一线江景采光充足,世茂江滨花园瑞景湾,,,,,,,,370,"27,416"
中间楼层，采光好，视野佳，物业棒，刚需置业优质选择,保利东湾,,,,,,,,235,"26,263"
晨光国际，地铁口的品质住宅，落地窗，满五唯一,宋都晨光国际,,,,,,,,289,"32,389"
精装修，楼层好，视野宽阔，采光充足，江景房~,世茂江滨花园峻景湾,,,,,,,,390,"28,980"
东湾三房双阳台户型，精装自住，实木家具！满五唯一！,保利东湾,,,,,,,,290,"30,786"
精装修30万，世茂三房边套，诚心出售另有车位出售可议,世茂江滨花园瑞景湾,,,,,,,,262,"29,066"
保利经典三房户型，中高楼层，房东诚心出售,保利东湾,,,,,,,,280,"30,669"
楼层好，朝南可看江景，阳光充足，视野开阔；,金隅空港公馆,,,,,,,,90,"17,686"
空中别墅，毛坯房 可根据自己风格来装,金隅观澜时代天筑,,,,,,,,1380,"29,437"
空港公寓沿江而建，交通便利设施配套齐全，房东诚售！,金隅空港公馆,,,,,,,,68,"13,072"
户型格局好，单价低，得房率高，房东诚心,金隅观澜时代天筑,,,,,,,,555,"23,816"
金隅金座朝南精装修公寓，诚心出售,金隅空港公馆,,,,,,,,71,"12,727"
地铁口，开发商统一精装修，中间楼层，诚心出售,世茂江滨商业中心,,,,,,,,82,"14,565"
户型格局好，单价低；房东诚心卖,金隅观澜时代天筑,,,,,,,,460,"21,114"
地铁口精装公寓 双开间朝南 厅室分开楼层好 采光好,世茂江滨商业中心,,,,,,,,95,"15,453"
观澜时代大四房 精装修拎包入住 视线开阔一线江景,观澜时代云邸苑,,,,,,,,530,"24,572"
此房诚心出售，一室一厅 精装修,世茂江滨商业中心,,,,,,,,75,"16,095"
业主自住装修保养不错，价格可谈,世茂江滨商业中心,,,,,,,,56,"14,411"
世茂三期 双阳台两居室 精装修 满五唯一,世茂江滨花园峻景湾,,,,,,,,245,"27,737"
楼层优，位于中间楼层，满五年，一线江景，业主诚售,保利东湾,,,,,,,,180,"30,923"
一线江景，满五唯一，中高楼层，精装自住,保利玫瑰湾,,,,,,,,245,"29,568"
5.8米层高楼层好，视野开阔，看房方便，精装修,保利湾天地,,,,,,,,110,"11,397"
双阳台  楼层高 视野好 带装修 房东诚心卖,世茂江滨花园瑞景湾,,,,,,,,240,"27,464"
开发精装修，5.6米层高LOFT，两房两卫，动静分离,保利湾天地二期,,,,,,,,115,"11,859"
5.8米层高，南北朝向，双阳台，精装修，动静分离,保利湾天地,,,,,,,,95,"13,351"
满五唯一 精装修自住 房子保养的好 中间楼层可看江景,保利东湾,,,,,,,,240,"31,052"
江滨站地铁口 ，中间楼层，精装修，江边漫步,世茂江滨花园瑞景湾,,,,,,,,258,"29,486"
满五唯一、两房精装修、双阳台、格局好,保利玫瑰湾,,,,,,,,245,"30,114"
此房满五、精装两房可拎包入住 有车位,保利东湾,,,,,,,,260,"29,489"
观澜时代云邸 83方  时尚跃层 精装30万 诚心出售,观澜时代云邸苑,,,,,,,,238,"28,412"
精装大两房 高楼层 视野开阔 看房方便,世茂江滨花园峻景湾,,,,,,,,238,"26,611"
边套户型，好楼层 采光好  江滨站旁边,世茂江滨花园碧景湾,,,,,,,,270,"30,409"
保利精装修 两房  拎包入住     看房提前约,保利东湾,,,,,,,,235,"31,126"
保利湾天地二期精装LOFT公寓，房东诚心卖，税费少,保利湾天地二期,,,,,,,,118,"16,588"
边套户型，可看小区花园，业主诚心出售,保利东湾,,,,,,,,260,"29,309"
众里寻它千百度，蓦然回首，它就在万家灯火阑珊处,保利湾天地二期,,,,,,,,110,"11,669"
万家灯火城四畔，世茂一览钱塘余。,世茂江滨花园碧景湾,,,,,,,,249,"28,054"
湾天地一期大跃层四房四阳台业主诚心出售,保利湾天地,,,,,,,,180,"13,641"
三房两卫户型正气，满五年税费少，纯毛坯。,保利东湾,,,,,,,,270,"28,868"
天筑经典户型，精装修，一线江景房,金隅观澜时代天筑,,,,,,,,380,"28,982"
楼层好，跃四户型，能看江景，小区品质好,宋都晨光国际,,,,,,,,360,"40,587"
360度一线江景，百万精美装修  采光抄好,金隅观澜时代天筑,,,,,,,,620,"34,089"
边套户型，采光好，下沙江滨地铁口，精装修可拎包入住,宋都晨光国际,,,,,,,,420,"30,808"
满五年 精装边套三房 拎包入住,宋都晨光国际,,,,,,,,318,"35,615"
保利东湾 4室2厅 北 南,保利东湾,,,,,,,,580,"30,220"
世茂江滨，中间套三房，带装修，看房方便,世茂江滨花园瑞景湾,,,,,,,,255,"28,866"
大四房 精装修 全明户型 楼层适中,宋都晨光国际,,,,,,,,580,"34,322"
云邸精装大跃层 百万精装 满五年 一线江景,观澜时代云邸苑,,,,,,,,540,"25,185"
